split,dataset,query_id,group,depth,initial_f1,pre_f1,post_f1,observed_delta,resolved_count,unresolved_count,resolved_fraction,evidence_support_count,support_per_resolved,answer_token_count,answer_char_count,reasoning_progress_token_count,reasoning_progress_char_count,next_information_need_token_count,next_search_query_token_count,cot_step_count,cot_token_count,passage_count,unique_passage_ratio,unique_title_ratio,evidence_vocab_size,retrieval_score_mean,retrieval_score_max,retrieval_score_std,question_query_jaccard,question_answer_jaccard,answer_evidence_jaccard,query_evidence_jaccard,progress_evidence_jaccard,need_evidence_jaccard,support_evidence_jaccard,answer_support_jaccard,unresolved_query_jaccard,resolved_evidence_jaccard,unresolved_evidence_jaccard,mu,v_hat,dynamic_benefit,adaptive_score,historical_native_u,historical_raser,historical_benefit,historical_direct_gain_et,historical_idr,provider_tokens,latency_ms
independent-evaluation,2wiki,32fd851c08de11ebbd9eac1f6bf848b6,2wiki::32fd851c08de11ebbd9eac1f6bf848b6,1.0,1.0,1.0,0.29,-0.71,2.0,0.0,1.0,2.0,1.0,1.0,2.0,22.0,220.0,17.0,6.0,1.0,22.0,6.0,1.0,0.8333333333333334,192.0,43.99982716666666,61.78395,9.449955035804463,0.05263157894736842,0.0,0.0,0.025906735751295335,0.07,0.05025125628140704,0.10824742268041238,0.0,0.0,0.078125,0.0,0.15256666666666666,-0.34117217360891794,0.0032097317886791567,0.46657630801200867,-1352.0,-1498.0,-1308.0,-568.0,-1650.0,2664.0,20899.08640000067
independent-evaluation,2wiki,32fd851c08de11ebbd9eac1f6bf848b6,2wiki::32fd851c08de11ebbd9eac1f6bf848b6,2.0,1.0,0.29,0.29,0.0,4.0,0.0,1.0,4.0,1.0,6.0,38.0,20.0,144.0,17.0,4.0,2.0,28.0,12.0,1.0,0.8333333333333334,406.0,37.67507258333333,61.78395,9.728998097770631,0.0,0.1111111111111111,0.007334963325183374,0.007371007371007371,0.028985507246376812,0.029197080291970802,0.0,0.0,0.0,0.0392156862745098,0.0,0.013661111111111107,0.00952648584412295,0.05020622637473588,0.08892139047384262,-1352.0,-1498.0,-1308.0,-568.0,-1650.0,2804.0,17297.75510000036
independent-evaluation,2wiki,34271ede0bdc11eba7f7acde48001122,2wiki::34271ede0bdc11eba7f7acde48001122,1.0,0.0,0.0,0.86,0.86,1.0,1.0,0.5,1.0,1.0,8.0,63.0,31.0,278.0,9.0,5.0,1.0,31.0,6.0,1.0,1.0,134.0,35.71756116666667,47.844738,5.516270473950385,0.0,0.05263157894736842,0.028985507246376812,0.022058823529411766,0.09271523178807947,0.036231884057971016,0.15555555555555556,0.15384615384615385,0.16666666666666666,0.0661764705882353,0.036231884057971016,0.15256666666666666,0.23823018591976977,0.43408575974756275,0.754379153251648,-595.0,-307.0,-365.0,-210.0,-257.0,2948.0,17447.632199997315
independent-evaluation,2wiki,34271ede0bdc11eba7f7acde48001122,2wiki::34271ede0bdc11eba7f7acde48001122,2.0,0.0,0.86,0.86,0.0,1.0,1.0,0.5,2.0,2.0,8.0,43.0,49.0,381.0,19.0,8.0,2.0,59.0,12.0,1.0,1.0,556.0,36.674175,47.844738,4.861613604981632,0.05263157894736842,0.05263157894736842,0.012567324955116697,0.008944543828264758,0.057692307692307696,0.017699115044247787,0.0,0.0,0.125,0.017953321364452424,0.010714285714285714,0.013661111111111107,0.12152889048466885,0.29363384957712707,0.18337415158748627,-595.0,-307.0,-365.0,-210.0,-257.0,3288.0,26549.571599993214
independent-evaluation,2wiki,349aaff80bdb11eba7f7acde48001122,2wiki::349aaff80bdb11eba7f7acde48001122,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,7.0,25.0,194.0,9.0,4.0,1.0,25.0,6.0,1.0,0.8333333333333334,182.0,31.2345445,40.110046,6.385969868476693,0.0,0.0,0.0,0.010869565217391304,0.06153846153846154,0.03804347826086957,0.16847826086956522,0.0,0.8,0.06557377049180328,0.010810810810810811,0.15256666666666666,0.7660977734902085,0.8957563540187665,0.8372105360031128,-220.0,-108.0,-176.0,-340.0,-90.0,2314.0,20742.551200004527
independent-evaluation,2wiki,349aaff80bdb11eba7f7acde48001122,2wiki::349aaff80bdb11eba7f7acde48001122,2.0,0.0,1.0,1.0,0.0,2.0,1.0,0.6666666666666666,3.0,1.5,3.0,16.0,33.0,240.0,18.0,8.0,2.0,43.0,12.0,1.0,0.8333333333333334,372.0,29.401485083333334,40.110046,7.555396537626747,0.0,0.0,0.008064516129032258,0.01876675603217158,0.04922279792746114,0.02631578947368421,0.12,0.0625,0.26666666666666666,0.029333333333333333,0.018617021276595744,0.013661111111111107,0.006345882331948421,0.02180199232189501,0.3869594633579254,-220.0,-108.0,-176.0,-340.0,-90.0,2429.0,19340.716799990332
independent-evaluation,2wiki,358f319208b411ebbd87ac1f6bf848b6,2wiki::358f319208b411ebbd87ac1f6bf848b6,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,21.0,137.0,17.0,9.0,1.0,21.0,6.0,1.0,1.0,136.0,33.478541166666666,36.161457,1.6329055177892173,0.2,0.0,0.007352941176470588,0.04316546762589928,0.0979020979020979,0.04794520547945205,0.2391304347826087,0.0,0.0,0.09558823529411764,0.0,0.15256666666666666,-0.32246368705358475,0.01226900975952088,0.4459962844848633,-1278.0,-1757.0,-1477.0,-49.0,-1725.0,2073.0,14092.375000000175
independent-evaluation,2wiki,358f319208b411ebbd87ac1f6bf848b6,2wiki::358f319208b411ebbd87ac1f6bf848b6,2.0,1.0,1.0,0.29,-0.71,2.0,0.0,1.0,2.0,1.0,1.0,2.0,23.0,159.0,19.0,12.0,2.0,28.0,12.0,1.0,1.0,355.0,30.1572695,36.161457,3.649316294975323,0.038461538461538464,0.0,0.0028169014084507044,0.028011204481792718,0.04419889502762431,0.027472527472527472,0.09243697478991597,0.0,0.0,0.036619718309859155,0.0,0.013661111111111107,-0.19712584786568063,0.0020685688580425418,0.10542396456003189,-1278.0,-1757.0,-1477.0,-49.0,-1725.0,2249.0,14070.576599995547
independent-evaluation,2wiki,359f7b0c0bdd11eba7f7acde48001122,2wiki::359f7b0c0bdd11eba7f7acde48001122,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,7.0,21.0,166.0,13.0,5.0,1.0,21.0,6.0,1.0,1.0,289.0,28.938892,34.95559,3.656415538717529,0.23076923076923078,0.0,0.0,0.01730103806228374,0.05084745762711865,0.02027027027027027,0.13448275862068965,0.0,0.8333333333333334,0.04482758620689655,0.020761245674740483,0.15256666666666666,0.6572341767741285,0.8361257897563548,0.815348744392395,-266.0,-360.0,-211.0,-659.0,-256.0,2585.0,13298.43719999917
independent-evaluation,2wiki,359f7b0c0bdd11eba7f7acde48001122,2wiki::359f7b0c0bdd11eba7f7acde48001122,2.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,8.0,23.0,171.0,13.0,5.0,2.0,30.0,11.0,1.0,1.0,626.0,26.390355454545453,35.335968,5.631953187736533,0.0,0.0,0.001597444089456869,0.006379585326953748,0.02527646129541864,0.011075949367088608,0.03821656050955414,0.038461538461538464,0.0,0.019138755980861243,0.0,0.013661111111111107,-0.020069451770309568,0.0018234883697068572,0.5544937252998352,-266.0,-360.0,-211.0,-659.0,-256.0,2983.0,12884.235099998477
independent-evaluation,2wiki,3698afad09bd11ebbdb0ac1f6bf848b6,2wiki::3698afad09bd11ebbdb0ac1f6bf848b6,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,3.0,18.0,140.0,15.0,11.0,1.0,18.0,6.0,1.0,1.0,243.0,76.60603216666667,83.626945,5.433291709303072,0.3684210526315789,0.0,0.0,0.040983606557377046,0.0653061224489796,0.027888446215139442,0.0,0.0,0.0,0.06995884773662552,0.0,0.15256666666666666,-0.3379548970571405,0.0009404761904761905,0.43884795904159546,-1039.0,-1410.0,-330.0,-223.0,-1539.0,2023.0,19065.089299998363
independent-evaluation,2wiki,3698afad09bd11ebbdb0ac1f6bf848b6,2wiki::3698afad09bd11ebbdb0ac1f6bf848b6,2.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,3.0,22.0,183.0,19.0,7.0,2.0,22.0,9.0,1.0,1.0,276.0,69.01893533333333,83.626945,11.618718732276074,0.15789473684210525,0.0,0.0,0.017985611510791366,0.06428571428571428,0.03508771929824561,0.03942652329749104,0.0,0.0,0.06159420289855073,0.0,0.013661111111111107,-0.25318145103859163,0.0025771728271728276,0.127015620470047,-1039.0,-1410.0,-330.0,-223.0,-1539.0,2640.0,14186.565600000904
independent-evaluation,2wiki,3750d4c408df11ebbda0ac1f6bf848b6,2wiki::3750d4c408df11ebbda0ac1f6bf848b6,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.25,1.0,1.0,1.0,7.0,26.0,180.0,12.0,5.0,1.0,26.0,6.0,1.0,1.0,216.0,38.55013983333333,45.544678,4.402583284014413,0.21052631578947367,0.0,0.0,0.018433179723502304,0.06140350877192982,0.03167420814479638,0.026785714285714284,0.0,0.3076923076923077,0.04090909090909091,0.017857142857142856,0.15256666666666666,0.3344790674841743,0.4035966688601587,0.5295432806015015,-254.0,-1346.0,-929.0,-593.0,-1258.0,2115.0,36586.51910000481
independent-evaluation,2wiki,3750d4c408df11ebbda0ac1f6bf848b6,2wiki::3750d4c408df11ebbda0ac1f6bf848b6,2.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,29.0,202.0,21.0,5.0,2.0,46.0,12.0,1.0,1.0,296.0,31.0105105,45.544678,8.185363619284459,0.09523809523809523,0.0,0.0,0.010067114093959731,0.05863192182410423,0.03594771241830065,0.26174496644295303,0.0,0.0,0.046822742474916385,0.0,0.013661111111111107,-0.27637783654078385,0.0017036639217090344,0.18587467074394226,-254.0,-1346.0,-929.0,-593.0,-1258.0,2713.0,23317.345599993132
independent-evaluation,2wiki,37792c96087e11ebbd6bac1f6bf848b6,2wiki::37792c96087e11ebbd6bac1f6bf848b6,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,19.0,120.0,12.0,6.0,1.0,19.0,6.0,1.0,0.8333333333333334,304.0,39.428657666666666,55.34961,11.767941300870678,0.3076923076923077,0.0,0.003289473684210526,0.01639344262295082,0.03858520900321544,0.01935483870967742,0.029315960912052116,0.0,0.0,0.02631578947368421,0.0,0.15256666666666666,-0.35720152388390086,0.00043831168831168834,0.5301452279090881,-1182.0,-1538.0,-1223.0,-510.0,-1460.0,1878.0,13301.592599993455
independent-evaluation,2wiki,37792c96087e11ebbd6bac1f6bf848b6,2wiki::37792c96087e11ebbd6bac1f6bf848b6,2.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,17.0,128.0,17.0,5.0,2.0,25.0,7.0,1.0,0.8571428571428571,318.0,38.47646128571429,55.34961,11.141858838094537,0.3333333333333333,0.0,0.0031446540880503146,0.012539184952978056,0.033950617283950615,0.027607361963190184,0.024922118380062305,0.0,0.0,0.015625,0.0,0.013661111111111107,-0.2427262126549798,0.0006683673469387756,0.08222730457782745,-1182.0,-1538.0,-1223.0,-510.0,-1460.0,2002.0,18098.03459999239
independent-evaluation,2wiki,377bc6f708ec11ebbda7ac1f6bf848b6,2wiki::377bc6f708ec11ebbda7ac1f6bf848b6,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,11.0,39.0,341.0,18.0,11.0,1.0,39.0,6.0,1.0,1.0,122.0,46.75065216666667,61.092995,6.679085311480993,0.25,0.14285714285714285,0.01639344262295082,0.064,0.11805555555555555,0.029411764705882353,0.2903225806451613,0.05263157894736842,0.0,0.08870967741935484,0.0,0.15256666666666666,0.009781183868672817,0.07718875141763243,0.6288476586341858,-910.0,-107.0,-173.0,-310.0,-97.0,1298.0,15600.825800000166
independent-evaluation,2wiki,377bc6f708ec11ebbda7ac1f6bf848b6,2wiki::377bc6f708ec11ebbda7ac1f6bf848b6,2.0,0.0,1.0,1.0,0.0,2.0,1.0,0.6666666666666666,2.0,1.0,2.0,15.0,27.0,194.0,16.0,11.0,2.0,49.0,7.0,1.0,1.0,126.0,45.769987285714286,61.092995,6.63381634565383,0.25,0.14285714285714285,0.015873015873015872,0.06201550387596899,0.0851063829787234,0.02158273381294964,0.28125,0.05263157894736842,0.045454545454545456,0.0859375,0.014705882352941176,0.013661111111111107,-0.030279548705960977,0.033097342531663604,0.15230214595794678,-910.0,-107.0,-173.0,-310.0,-97.0,1355.0,17091.571300006763
independent-evaluation,2wiki,37bfd71508ed11ebbda7ac1f6bf848b6,2wiki::37bfd71508ed11ebbda7ac1f6bf848b6,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,10.0,15.0,115.0,20.0,10.0,1.0,15.0,6.0,1.0,1.0,236.0,34.371396499999996,64.81875,14.08520540919491,0.25,0.1,0.00423728813559322,0.029288702928870293,0.0502092050209205,0.028112449799196786,0.0,0.0,0.0,0.029288702928870293,0.0,0.15256666666666666,-0.09586342955392131,0.0030888975636874797,0.5051490068435669,-1699.0,-1769.0,-1664.0,-1725.0,-1495.0,1626.0,11303.480099995795
independent-evaluation,2wiki,37bfd71508ed11ebbda7ac1f6bf848b6,2wiki::37bfd71508ed11ebbda7ac1f6bf848b6,2.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,10.0,17.0,121.0,10.0,5.0,2.0,20.0,10.0,1.0,1.0,292.0,36.4660576,64.81875,11.279414921465209,0.07142857142857142,0.1,0.003424657534246575,0.01020408163265306,0.04391891891891892,0.013422818791946308,0.02711864406779661,0.09090909090909091,0.0,0.01694915254237288,0.0,0.013661111111111107,-0.009611878740587996,0.004424722680140636,0.06192604824900627,-1699.0,-1769.0,-1664.0,-1725.0,-1495.0,2042.0,12757.850300011341
independent-evaluation,2wiki,3856d802086011ebbd5dac1f6bf848b6,2wiki::3856d802086011ebbd5dac1f6bf848b6,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,29.0,208.0,19.0,5.0,1.0,29.0,6.0,1.0,0.8333333333333334,127.0,34.440247,47.143936,6.6734851887400115,0.0,0.0,0.0,0.03125,0.10638297872340426,0.08955223880597014,0.10526315789473684,0.0,0.0,0.12403100775193798,0.0,0.15256666666666666,-0.25232734997454914,0.03538944594229384,0.4565852880477905,-1375.0,-1512.0,-1439.0,-503.0,-1762.0,2248.0,22221.90440000122
independent-evaluation,2wiki,3856d802086011ebbd5dac1f6bf848b6,2wiki::3856d802086011ebbd5dac1f6bf848b6,2.0,1.0,1.0,1.0,0.0,4.0,0.0,1.0,4.0,1.0,1.0,2.0,26.0,180.0,17.0,5.0,2.0,34.0,12.0,1.0,0.8333333333333334,313.0,33.2114195,47.143936,7.050417962323834,0.0,0.0,0.0,0.012738853503184714,0.046296296296296294,0.034482758620689655,0.0,0.0,0.0,0.05379746835443038,0.0,0.013661111111111107,-0.38229054893567455,0.002092481453383709,0.11559141427278519,-1375.0,-1512.0,-1439.0,-503.0,-1762.0,2479.0,32026.77859999676
independent-evaluation,2wiki,38855b6208d511ebbd98ac1f6bf848b6,2wiki::38855b6208d511ebbd98ac1f6bf848b6,1.0,0.25,0.25,0.29,0.03999999999999998,3.0,0.0,1.0,2.0,0.6666666666666666,7.0,42.0,37.0,327.0,21.0,5.0,1.0,37.0,6.0,1.0,0.6666666666666666,56.0,40.129239,47.766624,6.170449977079629,0.0,0.25,0.0,0.05172413793103448,0.24,0.1323529411764706,0.29508196721311475,0.0,0.0,0.21666666666666667,0.0,0.15256666666666666,-0.03643650675598632,0.18769760923417456,0.5581637620925903,-934.0,-1760.0,-1117.0,-1145.0,-1581.0,1540.0,15331.995500004268
independent-evaluation,2wiki,38855b6208d511ebbd98ac1f6bf848b6,2wiki::38855b6208d511ebbd98ac1f6bf848b6,2.0,0.25,0.29,0.25,-0.03999999999999998,2.0,1.0,0.6666666666666666,3.0,1.5,6.0,35.0,18.0,150.0,14.0,5.0,2.0,47.0,12.0,1.0,0.6666666666666666,102.0,37.355609666666666,47.766624,7.168797223282791,0.0,0.2,0.009345794392523364,0.038834951456310676,0.034482758620689655,0.07407407407407407,0.17857142857142858,0.0,0.1875,0.1308411214953271,0.03571428571428571,0.013661111111111107,-0.021993766612963428,0.1512857688407225,0.20645929872989655,-934.0,-1760.0,-1117.0,-1145.0,-1581.0,2376.0,30047.543199994834
independent-evaluation,2wiki,38f423ee0bdc11eba7f7acde48001122,2wiki::38f423ee0bdc11eba7f7acde48001122,1.0,0.0,0.0,0.67,0.67,1.0,1.0,0.5,1.0,1.0,1.0,9.0,34.0,256.0,14.0,3.0,1.0,34.0,6.0,1.0,0.6666666666666666,197.0,33.612905500000004,46.639977,5.932202337898401,0.0,0.0,0.0,0.010101010101010102,0.0947867298578199,0.02926829268292683,0.0,0.0,0.75,0.03015075376884422,0.010050251256281407,0.15256666666666666,0.2531915047966208,0.4102800118697955,0.8090267777442932,-60.0,-539.0,-460.0,-458.0,-406.0,3821.0,17127.80449999991
independent-evaluation,2wiki,38f423ee0bdc11eba7f7acde48001122,2wiki::38f423ee0bdc11eba7f7acde48001122,2.0,0.0,0.67,0.67,0.0,3.0,0.0,1.0,2.0,0.6666666666666666,2.0,20.0,29.0,231.0,13.0,4.0,2.0,43.0,12.0,1.0,0.8333333333333334,701.0,34.695596916666666,46.639977,4.500653956438709,0.0,0.0,0.0028530670470756064,0.004273504273504274,0.031073446327683617,0.0113314447592068,0.0,0.0,0.0,0.014184397163120567,0.0,0.013661111111111107,-0.0013779117235165426,0.020401531492243555,0.47412070631980896,-60.0,-539.0,-460.0,-458.0,-406.0,3822.0,20280.49319999991
independent-evaluation,2wiki,38f5aa080bdb11eba7f7acde48001122,2wiki::38f5aa080bdb11eba7f7acde48001122,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,7.0,32.0,294.0,11.0,6.0,1.0,32.0,6.0,1.0,0.8333333333333334,251.0,25.7836635,29.069258,1.793055566294005,0.25,0.0,0.0,0.015810276679841896,0.04814814814814815,0.031496062992125984,0.0,0.0,0.75,0.0392156862745098,0.01968503937007874,0.15256666666666666,0.4440729980773469,0.6108193003394462,0.899201512336731,-99.0,-845.0,-233.0,-308.0,-865.0,2431.0,18197.27079999575
independent-evaluation,2wiki,38f5aa080bdb11eba7f7acde48001122,2wiki::38f5aa080bdb11eba7f7acde48001122,2.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,3.0,16.0,28.0,203.0,13.0,6.0,2.0,45.0,11.0,1.0,0.7272727272727273,281.0,34.686192,45.988358,9.850815194579612,0.15384615384615385,0.0,0.010676156583629894,0.014134275618374558,0.061855670103092786,0.020833333333333332,0.0,0.0,0.0,0.03496503496503497,0.0,0.013661111111111107,0.005145261121182614,0.007235993575445143,0.3012935221195221,-99.0,-845.0,-233.0,-308.0,-865.0,2496.0,17531.33700000035
independent-evaluation,2wiki,390f7cb00bb011ebab90acde48001122,2wiki::390f7cb00bb011ebab90acde48001122,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,7.0,29.0,215.0,11.0,4.0,1.0,29.0,6.0,1.0,1.0,230.0,20.605852833333334,34.85181,7.975714738233316,0.25,0.0,0.0,0.012987012987012988,0.05714285714285714,0.016877637130801686,0.19480519480519481,0.0,0.4,0.0,0.008658008658008658,0.15256666666666666,0.3769819537143774,0.46352510908424205,0.7548657059669495,-244.0,-80.0,-240.0,-251.0,-75.0,1724.0,13087.577000005695
independent-evaluation,2wiki,390f7cb00bb011ebab90acde48001122,2wiki::390f7cb00bb011ebab90acde48001122,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,7.0,22.0,160.0,15.0,5.0,2.0,39.0,8.0,1.0,1.0,295.0,20.317898875,34.85181,6.9976067049587645,0.1,0.0,0.0,0.010101010101010102,0.02922077922077922,0.019736842105263157,0.15202702702702703,0.0,0.16666666666666666,0.02027027027027027,0.013333333333333334,0.013661111111111107,0.01960955912717189,0.07690267348504853,0.20115546882152557,-244.0,-80.0,-240.0,-251.0,-75.0,2151.0,22398.595900005603
independent-evaluation,2wiki,395ba66e087a11ebbd67ac1f6bf848b6,2wiki::395ba66e087a11ebbd67ac1f6bf848b6,1.0,1.0,1.0,0.25,-0.75,2.0,2.0,0.5,2.0,1.0,1.0,2.0,14.0,123.0,12.0,3.0,1.0,14.0,6.0,1.0,1.0,124.0,40.32175566666667,91.820656,23.109402458263045,0.0,0.0,0.0,0.016,0.022222222222222223,0.022556390977443608,0.2248062015503876,0.0,0.42857142857142855,0.13076923076923078,0.031496062992125984,0.15256666666666666,-0.1093466914205378,0.12745717253419228,0.4422191083431244,-1246.0,-1629.0,-1358.0,-1290.0,-1603.0,2046.0,20281.727800000226
independent-evaluation,2wiki,395ba66e087a11ebbd67ac1f6bf848b6,2wiki::395ba66e087a11ebbd67ac1f6bf848b6,2.0,1.0,0.25,0.12,-0.13,2.0,2.0,0.5,3.0,1.5,8.0,39.0,27.0,238.0,10.0,5.0,2.0,36.0,12.0,1.0,1.0,339.0,31.653050083333333,91.820656,18.704374250875226,0.0,0.25,0.00872093023255814,0.011764705882352941,0.042735042735042736,0.014534883720930232,0.09064327485380116,0.0,0.23076923076923078,0.043859649122807015,0.02040816326530612,0.013661111111111107,0.03277695612986196,0.33363941861863133,0.10961287468671799,-1246.0,-1629.0,-1358.0,-1290.0,-1603.0,3201.0,18424.067399995693
independent-evaluation,2wiki,3addeb19089411ebbd75ac1f6bf848b6,2wiki::3addeb19089411ebbd75ac1f6bf848b6,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.6666666666666666,2.0,1.0,4.0,17.0,19.0,123.0,18.0,4.0,1.0,19.0,6.0,1.0,0.8333333333333334,187.0,51.9395495,56.79764,3.0234166096720085,0.0,0.25,0.0213903743315508,0.015957446808510637,0.035175879396984924,0.05128205128205128,0.1,0.18181818181818182,0.16666666666666666,0.09574468085106383,0.05154639175257732,0.15256666666666666,-0.19521955868110943,0.1347878406177833,0.4974357783794403,-797.0,-163.0,-21.0,-145.0,-161.0,2867.0,28173.228299994662
independent-evaluation,2wiki,3addeb19089411ebbd75ac1f6bf848b6,2wiki::3addeb19089411ebbd75ac1f6bf848b6,2.0,1.0,1.0,1.0,0.0,3.0,1.0,0.75,3.0,1.0,4.0,17.0,38.0,342.0,11.0,4.0,2.0,48.0,12.0,1.0,0.75,358.0,42.36909741666667,56.79764,11.19150144351096,0.0,0.25,0.0111731843575419,0.008356545961002786,0.0673854447439353,0.025,0.13019390581717452,0.08,0.6666666666666666,0.04709141274238227,0.011111111111111112,0.013661111111111107,0.12229388007601523,0.09793445863268466,0.09527299553155899,-797.0,-163.0,-21.0,-145.0,-161.0,4072.0,26594.703499991738
independent-evaluation,2wiki,3b8442ee087911ebbd67ac1f6bf848b6,2wiki::3b8442ee087911ebbd67ac1f6bf848b6,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,2.0,10.0,25.0,189.0,16.0,7.0,1.0,25.0,6.0,1.0,1.0,117.0,32.8272165,48.40887,9.217322618793245,0.14285714285714285,0.2222222222222222,0.017094017094017096,0.04201680672268908,0.109375,0.047244094488188976,0.42857142857142855,0.03773584905660377,0.0,0.08403361344537816,0.0,0.15256666666666666,-0.06586143847102491,0.024972778032817822,0.4471966028213501,-1616.0,-1400.0,-1783.0,-1363.0,-1677.0,1558.0,24917.222799995216
independent-evaluation,2wiki,3b8442ee087911ebbd67ac1f6bf848b6,2wiki::3b8442ee087911ebbd67ac1f6bf848b6,2.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,2.0,0.6666666666666666,2.0,10.0,28.0,190.0,16.0,7.0,2.0,33.0,11.0,1.0,0.9090909090909091,160.0,29.083299272727274,48.40887,7.975213056189238,0.14285714285714285,0.2222222222222222,0.0125,0.04375,0.08045977011494253,0.060240963855421686,0.3148148148148148,0.03773584905660377,0.0,0.06666666666666667,0.0,0.013661111111111107,-0.016083630872223757,0.01191824164336327,0.06530366837978363,-1616.0,-1400.0,-1783.0,-1363.0,-1677.0,1605.0,17861.888700004783
independent-evaluation,2wiki,3b9e8c160bdb11eba7f7acde48001122,2wiki::3b9e8c160bdb11eba7f7acde48001122,1.0,0.0,0.0,0.8,0.8,1.0,1.0,0.5,1.0,1.0,1.0,7.0,27.0,190.0,10.0,5.0,1.0,27.0,6.0,1.0,0.8333333333333334,284.0,32.8818525,34.95559,1.5536395403264942,0.25,0.0,0.0,0.017605633802816902,0.05782312925170068,0.027972027972027972,0.0456140350877193,0.0,0.8333333333333334,0.0456140350877193,0.02112676056338028,0.15256666666666666,0.7023900924318116,0.8907957717542649,0.8148702383041382,-311.0,-162.0,-61.0,-97.0,-53.0,2491.0,17733.975199997076
independent-evaluation,2wiki,3b9e8c160bdb11eba7f7acde48001122,2wiki::3b9e8c160bdb11eba7f7acde48001122,2.0,0.0,0.8,0.8,0.0,2.0,0.0,1.0,3.0,1.5,3.0,13.0,28.0,197.0,15.0,7.0,2.0,44.0,11.0,1.0,0.8181818181818182,382.0,31.071745636363637,39.353905,6.196488969349941,0.0,0.0,0.007853403141361256,0.015665796344647518,0.04859335038363171,0.02056555269922879,0.07792207792207792,0.09090909090909091,0.0,0.03125,0.0,0.013661111111111107,0.0032980841863183732,0.003281601562229603,0.5530394315719604,-311.0,-162.0,-61.0,-97.0,-53.0,2844.0,13364.861299996846
independent-evaluation,2wiki,3c4fbe540bdc11eba7f7acde48001122,2wiki::3c4fbe540bdc11eba7f7acde48001122,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,7.0,29.0,214.0,9.0,6.0,1.0,29.0,6.0,1.0,0.8333333333333334,296.0,70.16410216666667,89.076096,15.699187885011256,0.25,0.0,0.0,0.010033444816053512,0.05519480519480519,0.016666666666666666,0.036544850498338874,0.0,0.42857142857142855,0.03691275167785235,0.006711409395973154,0.15256666666666666,0.4290875189203395,0.5709566343774656,0.8620823621749878,-334.0,-83.0,-294.0,-388.0,-345.0,2355.0,15595.019199994567
independent-evaluation,2wiki,3c4fbe540bdc11eba7f7acde48001122,2wiki::3c4fbe540bdc11eba7f7acde48001122,2.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,2.0,13.0,31.0,247.0,12.0,7.0,2.0,43.0,8.0,1.0,0.875,399.0,63.72833575,89.076096,17.6976513316141,0.10526315789473684,0.0,0.005012531328320802,0.012468827930174564,0.043689320388349516,0.012315270935960592,0.06733167082294264,0.06896551724137931,0.0,0.029850746268656716,0.0,0.013661111111111107,0.0024207686189431,0.006772475595562726,0.34859684109687805,-334.0,-83.0,-294.0,-388.0,-345.0,2439.0,16411.520699999528
independent-evaluation,2wiki,3c57ddd40bda11eba7f7acde48001122,2wiki::3c57ddd40bda11eba7f7acde48001122,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.6666666666666666,1.0,0.5,2.0,13.0,32.0,274.0,14.0,3.0,1.0,32.0,6.0,1.0,1.0,94.0,30.295872666666668,41.338116,5.269566214887511,0.0,0.0,0.0,0.021052631578947368,0.125,0.058823529411764705,0.23157894736842105,0.0,0.2,0.0707070707070707,0.04040404040404041,0.15256666666666666,0.27882185921662944,0.314436641256493,0.6652088165283203,-639.0,-671.0,-608.0,-956.0,-607.0,2059.0,18805.941000005987
