split,dataset,query_id,group,depth,initial_f1,pre_f1,post_f1,observed_delta,resolved_count,unresolved_count,resolved_fraction,evidence_support_count,support_per_resolved,answer_token_count,answer_char_count,reasoning_progress_token_count,reasoning_progress_char_count,next_information_need_token_count,next_search_query_token_count,cot_step_count,cot_token_count,passage_count,unique_passage_ratio,unique_title_ratio,evidence_vocab_size,retrieval_score_mean,retrieval_score_max,retrieval_score_std,question_query_jaccard,question_answer_jaccard,answer_evidence_jaccard,query_evidence_jaccard,progress_evidence_jaccard,need_evidence_jaccard,support_evidence_jaccard,answer_support_jaccard,unresolved_query_jaccard,resolved_evidence_jaccard,unresolved_evidence_jaccard
allocator-development,2wiki,551e4fb40bdb11eba7f7acde48001122,2wiki::551e4fb40bdb11eba7f7acde48001122,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,7.0,19.0,139.0,9.0,5.0,1.0,19.0,6.0,1.0,1.0,136.0,22.85799,34.037457,5.061497359835066,0.2727272727272727,0.0,0.0,0.03676470588235294,0.06896551724137931,0.0661764705882353,0.145985401459854,0.0,1.0,0.051470588235294115,0.03676470588235294
allocator-development,2wiki,551e4fb40bdb11eba7f7acde48001122,2wiki::551e4fb40bdb11eba7f7acde48001122,2.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,3.0,1.5,3.0,14.0,36.0,267.0,14.0,8.0,2.0,43.0,12.0,1.0,0.9166666666666666,200.0,26.59019525,39.882473,7.054146960257138,0.13333333333333333,0.0,0.015,0.03482587064676617,0.08755760368663594,0.033816425120772944,0.05314009661835749,0.16666666666666666,0.0,0.03940886699507389,0.0
allocator-development,2wiki,556cfaf00baf11ebab90acde48001122,2wiki::556cfaf00baf11ebab90acde48001122,1.0,0.75,0.75,1.0,0.25,2.0,1.0,0.6666666666666666,1.0,0.5,3.0,20.0,25.0,234.0,11.0,4.0,1.0,25.0,6.0,1.0,1.0,278.0,32.973535,38.21794,2.644756507132682,0.08333333333333333,0.09090909090909091,0.01079136690647482,0.014388489208633094,0.05944055944055944,0.024822695035460994,0.0,0.0,0.1111111111111111,0.017921146953405017,0.010676156583629894
allocator-development,2wiki,556cfaf00baf11ebab90acde48001122,2wiki::556cfaf00baf11ebab90acde48001122,2.0,0.75,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,3.0,20.0,17.0,176.0,20.0,5.0,2.0,33.0,12.0,1.0,0.75,327.0,35.537485000000004,46.460503,5.487996500787271,0.07692307692307693,0.09090909090909091,0.009174311926605505,0.01529051987767584,0.03303303303303303,0.038922155688622756,0.0,0.0,0.0,0.036585365853658534,0.0
allocator-development,2wiki,556e5e7e09be11ebbdb0ac1f6bf848b6,2wiki::556e5e7e09be11ebbdb0ac1f6bf848b6,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,25.0,180.0,18.0,4.0,1.0,25.0,6.0,1.0,1.0,159.0,41.414964166666664,56.616646,7.373114645602099,0.058823529411764705,0.0,0.0,0.012422360248447204,0.08235294117647059,0.05357142857142857,0.0,0.0,0.0,0.075,0.0
allocator-development,2wiki,556e5e7e09be11ebbdb0ac1f6bf848b6,2wiki::556e5e7e09be11ebbdb0ac1f6bf848b6,2.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,22.0,160.0,16.0,6.0,2.0,28.0,12.0,1.0,1.0,251.0,30.062197416666667,56.616646,12.49353477276639,0.17647058823529413,0.0,0.0,0.02390438247011952,0.0622568093385214,0.047058823529411764,0.051181102362204724,0.0,0.0,0.05976095617529881,0.0
allocator-development,2wiki,55702f3a0bdd11eba7f7acde48001122,2wiki::55702f3a0bdd11eba7f7acde48001122,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,7.0,30.0,232.0,12.0,8.0,1.0,30.0,6.0,1.0,1.0,90.0,39.260167333333335,59.291355,8.993941548670078,0.06666666666666667,0.0,0.0,0.053763440860215055,0.08108108108108109,0.05154639175257732,0.26373626373626374,0.0,0.5,0.08695652173913043,0.043010752688172046
allocator-development,2wiki,55702f3a0bdd11eba7f7acde48001122,2wiki::55702f3a0bdd11eba7f7acde48001122,2.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,3.0,20.0,30.0,247.0,16.0,7.0,2.0,45.0,11.0,1.0,1.0,381.0,35.83763263636364,59.291355,8.579959435874766,0.0,0.0,0.007874015748031496,0.015706806282722512,0.04580152671755725,0.025839793281653745,0.03626943005181347,0.15789473684210525,0.0,0.025974025974025976,0.0
allocator-development,2wiki,55c9008f097a11ebbdb0ac1f6bf848b6,2wiki::55c9008f097a11ebbdb0ac1f6bf848b6,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,3.0,17.0,39.0,332.0,14.0,4.0,1.0,39.0,6.0,1.0,0.8333333333333334,145.0,30.844371833333334,37.03986,2.9662376765448966,0.16666666666666666,0.3,0.020689655172413793,0.013605442176870748,0.06976744186046512,0.052980132450331126,0.1643835616438356,0.12,0.5714285714285714,0.041379310344827586,0.02702702702702703
allocator-development,2wiki,55c9008f097a11ebbdb0ac1f6bf848b6,2wiki::55c9008f097a11ebbdb0ac1f6bf848b6,2.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,3.0,17.0,38.0,356.0,19.0,5.0,2.0,62.0,10.0,1.0,0.9,261.0,28.7850216,37.03986,3.733052278227461,0.15384615384615385,0.3,0.011494252873563218,0.011406844106463879,0.06405693950177936,0.029411764705882353,0.19011406844106463,0.057692307692307696,0.0,0.045283018867924525,0.0
allocator-development,2wiki,562a2eea097411ebbdb0ac1f6bf848b6,2wiki::562a2eea097411ebbdb0ac1f6bf848b6,1.0,1.0,1.0,0.29,-0.71,2.0,0.0,1.0,2.0,1.0,1.0,2.0,18.0,121.0,16.0,6.0,1.0,18.0,6.0,1.0,1.0,189.0,41.796647166666666,51.706085,4.9506800370018,0.10526315789473684,0.0,0.005291005291005291,0.020942408376963352,0.06153846153846154,0.03535353535353535,0.0,0.0,0.0,0.05291005291005291,0.0
allocator-development,2wiki,562a2eea097411ebbdb0ac1f6bf848b6,2wiki::562a2eea097411ebbdb0ac1f6bf848b6,2.0,1.0,0.29,0.29,0.0,2.0,0.0,1.0,2.0,1.0,6.0,36.0,15.0,113.0,12.0,5.0,2.0,19.0,12.0,1.0,1.0,353.0,30.523544416666667,51.706085,11.825313679162122,0.1111111111111111,0.10526315789473684,0.011267605633802818,0.011299435028248588,0.027932960893854747,0.022408963585434174,0.0,0.0,0.0,0.028328611898016998,0.0
allocator-development,2wiki,570ccb140bdd11eba7f7acde48001122,2wiki::570ccb140bdd11eba7f7acde48001122,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.6666666666666666,1.0,0.5,2.0,14.0,20.0,172.0,10.0,7.0,1.0,20.0,6.0,1.0,0.8333333333333334,202.0,23.812655833333334,28.092377,1.9215908949199196,0.14285714285714285,0.0,0.0049261083743842365,0.01951219512195122,0.05714285714285714,0.02912621359223301,0.1724137931034483,0.0,0.36363636363636365,0.03940886699507389,0.029411764705882353
allocator-development,2wiki,570ccb140bdd11eba7f7acde48001122,2wiki::570ccb140bdd11eba7f7acde48001122,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.6666666666666666,2.0,14.0,22.0,165.0,10.0,5.0,2.0,32.0,12.0,1.0,0.8333333333333334,597.0,27.921071833333333,41.505127,6.43981158053686,0.07692307692307693,0.0,0.0016722408026755853,0.008375209380234505,0.02823920265780731,0.008305647840531562,0.08681135225375626,0.0,0.0,0.01839464882943144,0.0
allocator-development,2wiki,57ea5b660bdb11eba7f7acde48001122,2wiki::57ea5b660bdb11eba7f7acde48001122,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,6.0,44.0,24.0,184.0,8.0,4.0,1.0,24.0,6.0,1.0,1.0,185.0,31.662139333333336,51.32482,8.83943728466482,0.07692307692307693,0.06666666666666667,0.010582010582010581,0.0106951871657754,0.05555555555555555,0.010471204188481676,0.07526881720430108,0.10526315789473684,0.6,0.0427807486631016,0.0106951871657754
allocator-development,2wiki,57ea5b660bdb11eba7f7acde48001122,2wiki::57ea5b660bdb11eba7f7acde48001122,2.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,3.0,1.5,1.0,7.0,26.0,193.0,13.0,5.0,2.0,36.0,12.0,1.0,0.8333333333333334,350.0,31.118411416666667,51.32482,6.718958931944212,0.0,0.0,0.002857142857142857,0.008522727272727272,0.04155124653739612,0.01680672268907563,0.0,0.0,0.0,0.028328611898016998,0.0
allocator-development,2wiki,582fc49e0bdb11eba7f7acde48001122,2wiki::582fc49e0bdb11eba7f7acde48001122,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,7.0,15.0,91.0,16.0,5.0,1.0,15.0,6.0,1.0,0.6666666666666666,77.0,38.52812866666667,47.74225,7.517277290189129,0.0,0.0,0.0,0.0379746835443038,0.06976744186046512,0.10714285714285714,0.21518987341772153,0.0,0.8333333333333334,0.06329113924050633,0.05063291139240506
allocator-development,2wiki,582fc49e0bdb11eba7f7acde48001122,2wiki::582fc49e0bdb11eba7f7acde48001122,2.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,2.0,15.0,25.0,177.0,13.0,7.0,2.0,29.0,12.0,1.0,0.75,158.0,38.53946091666666,47.74225,6.462946294297122,0.0,0.0,0.012658227848101266,0.03125,0.08284023668639054,0.030120481927710843,0.23125,0.05128205128205128,0.0,0.043209876543209874,0.0
allocator-development,2wiki,5933cbd40bda11eba7f7acde48001122,2wiki::5933cbd40bda11eba7f7acde48001122,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,7.0,32.0,261.0,9.0,3.0,1.0,32.0,6.0,1.0,0.8333333333333334,171.0,35.074031500000004,55.117874,14.429703672111483,0.0,0.0,0.0,0.011627906976744186,0.0855614973262032,0.01694915254237288,0.12716763005780346,0.0,0.5,0.046511627906976744,0.023121387283236993
allocator-development,2wiki,5933cbd40bda11eba7f7acde48001122,2wiki::5933cbd40bda11eba7f7acde48001122,2.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,3.0,1.5,1.0,8.0,25.0,165.0,13.0,5.0,2.0,46.0,10.0,1.0,0.8,244.0,35.0487925,55.117874,12.962018415676559,0.0,0.0,0.004098360655737705,0.012195121951219513,0.06324110671936758,0.01984126984126984,0.043824701195219126,0.05555555555555555,0.0,0.04048582995951417,0.0
allocator-development,2wiki,5a367ab80bda11eba7f7acde48001122,2wiki::5a367ab80bda11eba7f7acde48001122,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.6666666666666666,1.0,0.5,1.0,7.0,32.0,262.0,14.0,7.0,1.0,32.0,6.0,1.0,0.8333333333333334,228.0,63.700503,66.337006,3.2454157001652875,0.1875,0.0,0.0,0.026200873362445413,0.06557377049180328,0.05217391304347826,0.0,0.0,0.7777777777777778,0.05217391304347826,0.030434782608695653
allocator-development,2wiki,5a367ab80bda11eba7f7acde48001122,2wiki::5a367ab80bda11eba7f7acde48001122,2.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,3.0,15.0,37.0,308.0,14.0,7.0,2.0,48.0,12.0,1.0,0.75,267.0,51.46215325,66.337006,12.98073991265265,0.1875,0.0,0.011235955056179775,0.022388059701492536,0.06293706293706294,0.03308823529411765,0.0,0.0,0.0,0.03308823529411765,0.0
allocator-development,2wiki,5a8b8cb20bb011ebab90acde48001122,2wiki::5a8b8cb20bb011ebab90acde48001122,1.0,0.29,0.29,1.0,0.71,1.0,1.0,0.5,1.0,1.0,3.0,23.0,23.0,215.0,14.0,4.0,1.0,23.0,6.0,1.0,1.0,189.0,30.2441585,51.1117,9.752437350672885,0.08333333333333333,0.09090909090909091,0.015873015873015872,0.021164021164021163,0.06532663316582915,0.057291666666666664,0.08421052631578947,0.17647058823529413,0.2857142857142857,0.042105263157894736,0.05181347150259067
allocator-development,2wiki,5a8b8cb20bb011ebab90acde48001122,2wiki::5a8b8cb20bb011ebab90acde48001122,2.0,0.29,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,3.0,20.0,25.0,253.0,19.0,6.0,2.0,32.0,11.0,1.0,0.9090909090909091,315.0,32.553138090909094,51.1117,9.17935898160324,0.07142857142857142,0.09090909090909091,0.009523809523809525,0.01904761904761905,0.05263157894736842,0.040498442367601244,0.0,0.0,0.0,0.028481012658227847,0.0
allocator-development,2wiki,5aebb9ae08c511ebbd8eac1f6bf848b6,2wiki::5aebb9ae08c511ebbd8eac1f6bf848b6,1.0,0.25,0.25,0.33,0.08000000000000002,4.0,2.0,0.6666666666666666,2.0,0.5,8.0,47.0,22.0,175.0,21.0,3.0,1.0,22.0,6.0,1.0,0.8333333333333334,160.0,32.84254,42.683273,4.467462792514151,0.0,0.16666666666666666,0.012048192771084338,0.012422360248447204,0.04597701149425287,0.05847953216374269,0.1165644171779141,0.034482758620689655,0.5,0.09375,0.031055900621118012
allocator-development,2wiki,5aebb9ae08c511ebbd8eac1f6bf848b6,2wiki::5aebb9ae08c511ebbd8eac1f6bf848b6,2.0,0.25,0.33,0.33,0.0,2.0,1.0,0.6666666666666666,3.0,1.5,5.0,33.0,31.0,254.0,14.0,4.0,2.0,43.0,12.0,1.0,0.75,220.0,29.957602083333335,42.683273,6.4698033148772955,0.0625,0.125,0.004464285714285714,0.013574660633484163,0.0635593220338983,0.04,0.2645739910313901,0.015151515151515152,0.5,0.057777777777777775,0.013513513513513514
allocator-development,2wiki,5b1caba2084a11ebbd56ac1f6bf848b6,2wiki::5b1caba2084a11ebbd56ac1f6bf848b6,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,18.0,124.0,17.0,6.0,1.0,18.0,6.0,1.0,1.0,268.0,52.740489833333335,77.55983,14.581778077594132,0.2,0.0,0.0,0.01858736059479554,0.043795620437956206,0.03260869565217391,0.0,0.0,0.0,0.029850746268656716,0.0
allocator-development,2wiki,5b1caba2084a11ebbd56ac1f6bf848b6,2wiki::5b1caba2084a11ebbd56ac1f6bf848b6,2.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,15.0,128.0,18.0,6.0,2.0,22.0,11.0,1.0,0.9090909090909091,316.0,40.293235,77.55983,17.387477788497442,0.2,0.0,0.0,0.0189873417721519,0.027950310559006212,0.027692307692307693,0.0,0.0,0.0,0.02531645569620253,0.0
allocator-development,2wiki,5b6a3cc60bda11eba7f7acde48001122,2wiki::5b6a3cc60bda11eba7f7acde48001122,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,7.0,19.0,126.0,12.0,8.0,1.0,19.0,6.0,1.0,1.0,201.0,43.228330166666666,58.37238,7.679386702141267,0.35714285714285715,0.0,0.0,0.029556650246305417,0.05263157894736842,0.04926108374384237,0.16831683168316833,0.0,0.625,0.0297029702970297,0.019801980198019802
allocator-development,2wiki,5b6a3cc60bda11eba7f7acde48001122,2wiki::5b6a3cc60bda11eba7f7acde48001122,2.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,3.0,14.0,26.0,229.0,15.0,9.0,2.0,34.0,11.0,1.0,1.0,476.0,36.31161927272727,58.37238,9.576564533895935,0.25,0.0,0.0063025210084033615,0.016771488469601678,0.030800821355236138,0.02079002079002079,0.027083333333333334,0.17647058823529413,0.0,0.018789144050104383,0.0
allocator-development,2wiki,5c2b0e4f099611ebbdb0ac1f6bf848b6,2wiki::5c2b0e4f099611ebbdb0ac1f6bf848b6,1.0,1.0,1.0,0.25,-0.75,2.0,0.0,1.0,2.0,1.0,1.0,2.0,19.0,126.0,20.0,6.0,1.0,19.0,6.0,1.0,1.0,95.0,56.118805,72.0997,8.491258044733907,0.21428571428571427,0.0,0.0,0.030612244897959183,0.10679611650485436,0.07476635514018691,0.08163265306122448,0.0,0.0,0.08421052631578947,0.0
allocator-development,2wiki,5c2b0e4f099611ebbdb0ac1f6bf848b6,2wiki::5c2b0e4f099611ebbdb0ac1f6bf848b6,2.0,1.0,0.25,0.25,0.0,2.0,0.0,1.0,2.0,1.0,8.0,37.0,16.0,130.0,17.0,6.0,2.0,23.0,11.0,1.0,1.0,296.0,43.00323036363636,72.0997,15.86490860010722,0.21428571428571427,0.35714285714285715,0.013333333333333334,0.016835016835016835,0.033112582781456956,0.02622950819672131,0.03666666666666667,0.045454545454545456,0.0,0.02702702702702703,0.0
allocator-development,2wiki,5caad90c088711ebbd6dac1f6bf848b6,2wiki::5caad90c088711ebbd6dac1f6bf848b6,1.0,0.0,0.0,0.33,0.33,2.0,2.0,0.5,2.0,1.0,1.0,2.0,28.0,191.0,22.0,3.0,1.0,28.0,6.0,1.0,0.8333333333333334,232.0,30.344724,34.89773,3.243496954959417,0.0,0.0,0.0,0.008583690987124463,0.056910569105691054,0.040983606557377046,0.12393162393162394,0.0,0.5,0.04721030042918455,0.02145922746781116
allocator-development,2wiki,5caad90c088711ebbd6dac1f6bf848b6,2wiki::5caad90c088711ebbd6dac1f6bf848b6,2.0,0.0,0.33,0.33,0.0,3.0,1.0,0.75,2.0,0.6666666666666666,5.0,33.0,23.0,166.0,12.0,3.0,2.0,41.0,12.0,1.0,0.75,375.0,29.27572225,34.89773,4.482577024103642,0.0,0.15789473684210525,0.005291005291005291,0.005319148936170213,0.036458333333333336,0.018421052631578946,0.06631299734748011,0.03225806451612903,0.75,0.03439153439153439,0.005305039787798408
allocator-development,2wiki,5cb7e5ba0bda11eba7f7acde48001122,2wiki::5cb7e5ba0bda11eba7f7acde48001122,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,7.0,14.0,81.0,8.0,3.0,1.0,14.0,6.0,1.0,0.8333333333333334,89.0,26.615725666666666,42.637573,7.310591955802502,0.08333333333333333,0.0,0.0,0.022222222222222223,0.05102040816326531,0.031914893617021274,0.2222222222222222,0.0,0.75,0.07692307692307693,0.02197802197802198
allocator-development,2wiki,5cb7e5ba0bda11eba7f7acde48001122,2wiki::5cb7e5ba0bda11eba7f7acde48001122,2.0,0.0,1.0,1.0,0.0,2.0,1.0,0.6666666666666666,2.0,1.0,2.0,14.0,41.0,289.0,17.0,5.0,2.0,46.0,12.0,1.0,0.8333333333333334,192.0,25.268664666666666,42.637573,6.62251682035427,0.07142857142857142,0.0,0.010416666666666666,0.015463917525773196,0.11483253588516747,0.034653465346534656,0.26804123711340205,0.037037037037037035,0.0625,0.08717948717948718,0.030303030303030304
allocator-development,2wiki,5d1d48d508f511ebbdaaac1f6bf848b6,2wiki::5d1d48d508f511ebbdaaac1f6bf848b6,1.0,0.33,0.33,0.25,-0.08000000000000002,2.0,0.0,1.0,2.0,1.0,5.0,29.0,15.0,115.0,15.0,6.0,1.0,15.0,6.0,1.0,1.0,143.0,31.316819333333335,45.142532,7.478943092282999,0.21428571428571427,0.06666666666666667,0.020689655172413793,0.027586206896551724,0.046357615894039736,0.046357615894039736,0.1724137931034483,0.03225806451612903,0.0,0.04794520547945205,0.0
allocator-development,2wiki,5d1d48d508f511ebbdaaac1f6bf848b6,2wiki::5d1d48d508f511ebbdaaac1f6bf848b6,2.0,0.33,0.25,0.2,-0.04999999999999999,2.0,0.0,1.0,2.0,1.0,8.0,44.0,20.0,136.0,15.0,7.0,2.0,22.0,11.0,1.0,1.0,207.0,27.366403363636365,45.142532,7.029747422644331,0.125,0.26666666666666666,0.018957345971563982,0.028846153846153848,0.0365296803652968,0.03255813953488372,0.05714285714285714,0.045454545454545456,0.0,0.03349282296650718,0.0
allocator-development,2wiki,5d923ba00bdc11eba7f7acde48001122,2wiki::5d923ba00bdc11eba7f7acde48001122,1.0,0.0,0.0,1.0,1.0,3.0,1.0,0.75,1.0,0.3333333333333333,1.0,7.0,35.0,302.0,20.0,3.0,1.0,35.0,6.0,1.0,1.0,181.0,20.474089,23.17052,1.4436712223373434,0.09090909090909091,0.0,0.0055248618784530384,0.01098901098901099,0.09090909090909091,0.05235602094240838,0.06315789473684211,0.047619047619047616,0.42857142857142855,0.026881720430107527,0.016216216216216217
allocator-development,2wiki,5d923ba00bdc11eba7f7acde48001122,2wiki::5d923ba00bdc11eba7f7acde48001122,2.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,3.0,1.5,1.0,8.0,25.0,215.0,14.0,5.0,2.0,48.0,12.0,1.0,0.9166666666666666,276.0,26.885276333333334,50.919693,10.96163377122487,0.07692307692307693,0.0,0.0036231884057971015,0.01079136690647482,0.04513888888888889,0.02112676056338028,0.13261648745519714,0.025,0.0,0.03571428571428571,0.0
allocator-development,2wiki,5f13fdd00bda11eba7f7acde48001122,2wiki::5f13fdd00bda11eba7f7acde48001122,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,7.0,19.0,141.0,6.0,4.0,1.0,19.0,6.0,1.0,1.0,115.0,30.9546385,45.57579,7.049166759831044,0.16666666666666666,0.0,0.0,0.034782608695652174,0.08064516129032258,0.05217391304347826,0.16379310344827586,0.0,0.5,0.0782608695652174,0.0603448275862069
allocator-development,2wiki,5f13fdd00bda11eba7f7acde48001122,2wiki::5f13fdd00bda11eba7f7acde48001122,2.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,3.0,16.0,26.0,195.0,13.0,7.0,2.0,32.0,11.0,1.0,1.0,208.0,31.50145381818182,65.43294,12.408840386939897,0.13333333333333333,0.0,0.014423076923076924,0.03365384615384615,0.07834101382488479,0.03271028037383177,0.19047619047619047,0.07142857142857142,0.0,0.05238095238095238,0.0
allocator-development,2wiki,5f159856089311ebbd74ac1f6bf848b6,2wiki::5f159856089311ebbd74ac1f6bf848b6,1.0,1.0,1.0,0.0,-1.0,2.0,3.0,0.4,2.0,1.0,3.0,18.0,20.0,144.0,12.0,4.0,1.0,20.0,6.0,1.0,0.8333333333333334,208.0,33.091829,41.59472,4.357335760034375,0.0,0.21428571428571427,0.014423076923076924,0.014354066985645933,0.06046511627906977,0.03773584905660377,0.11428571428571428,0.11538461538461539,0.26666666666666666,0.052884615384615384,0.05188679245283019
allocator-development,2wiki,5f159856089311ebbd74ac1f6bf848b6,2wiki::5f159856089311ebbd74ac1f6bf848b6,2.0,1.0,0.0,1.0,1.0,3.0,1.0,0.75,3.0,1.0,12.0,77.0,36.0,273.0,17.0,4.0,2.0,50.0,12.0,1.0,0.8333333333333334,632.0,29.1901555,41.59472,7.191704828105034,0.0,0.13043478260869565,0.017377567140600316,0.006329113924050633,0.038880248833592534,0.018838304552590265,0.05511811023622047,0.16279069767441862,0.4,0.022082018927444796,0.011023622047244094
allocator-development,2wiki,5f2064bc0bda11eba7f7acde48001122,2wiki::5f2064bc0bda11eba7f7acde48001122,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,7.0,20.0,157.0,9.0,4.0,1.0,20.0,6.0,1.0,1.0,160.0,27.63385733333333,36.665253,4.221059859979666,0.1111111111111111,0.0,0.0,0.012345679012345678,0.05263157894736842,0.03680981595092025,0.2857142857142857,0.0,0.3,0.0,0.03048780487804878
allocator-development,2wiki,5f2064bc0bda11eba7f7acde48001122,2wiki::5f2064bc0bda11eba7f7acde48001122,2.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.5,3.0,13.0,20.0,143.0,11.0,7.0,2.0,30.0,11.0,1.0,0.9090909090909091,380.0,27.357491272727273,38.74464,5.057676576418357,0.08333333333333333,0.0,0.007894736842105263,0.013089005235602094,0.030927835051546393,0.0103359173126615,0.05249343832020997,0.14285714285714285,0.0,0.013020833333333334,0.0
allocator-development,2wiki,5f4b77e8086911ebbd5eac1f6bf848b6,2wiki::5f4b77e8086911ebbd5eac1f6bf848b6,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,18.0,118.0,16.0,4.0,1.0,18.0,6.0,1.0,1.0,243.0,33.890778833333336,52.459076,12.94846614886674,0.2727272727272727,0.0,0.0,0.012295081967213115,0.04819277108433735,0.03187250996015936,0.12653061224489795,0.0,0.0,0.02880658436213992,0.0
allocator-development,2wiki,5f4b77e8086911ebbd5eac1f6bf848b6,2wiki::5f4b77e8086911ebbd5eac1f6bf848b6,2.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,15.0,123.0,19.0,5.0,2.0,22.0,8.0,1.0,1.0,261.0,31.08524225,52.459076,12.221355269647468,0.15384615384615385,0.0,0.0,0.011406844106463879,0.029850746268656716,0.02564102564102564,0.0,0.0,0.0,0.02681992337164751,0.0
allocator-development,2wiki,5f7371d40bda11eba7f7acde48001122,2wiki::5f7371d40bda11eba7f7acde48001122,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,7.0,40.0,402.0,10.0,6.0,1.0,40.0,6.0,1.0,0.8333333333333334,379.0,37.70522,54.33519,12.385964532375626,0.5454545454545454,0.0,0.0,0.0158311345646438,0.06345177664974619,0.02099737532808399,0.0,0.0,0.5454545454545454,0.0,0.018276762402088774
allocator-development,2wiki,5f7371d40bda11eba7f7acde48001122,2wiki::5f7371d40bda11eba7f7acde48001122,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.5,2.0,1.0,2.0,10.0,28.0,255.0,11.0,3.0,2.0,55.0,7.0,1.0,0.8571428571428571,403.0,35.75886957142857,54.33519,12.418767272601169,0.0,0.0,0.004962779156327543,0.0049504950495049506,0.03855421686746988,0.014705882352941176,0.031862745098039214,0.1111111111111111,0.1875,0.03931203931203931,0.02444987775061125
allocator-development,2wiki,60b8ee9e099111ebbdb0ac1f6bf848b6,2wiki::60b8ee9e099111ebbdb0ac1f6bf848b6,1.0,1.0,1.0,0.29,-0.71,2.0,0.0,1.0,2.0,1.0,1.0,2.0,15.0,103.0,15.0,6.0,1.0,15.0,6.0,1.0,1.0,87.0,36.460733833333336,59.59402,10.429968563335583,0.058823529411764705,0.0,0.0,0.056818181818181816,0.0967741935483871,0.0625,0.4044943820224719,0.0,0.0,0.08045977011494253,0.0
allocator-development,2wiki,60b8ee9e099111ebbdb0ac1f6bf848b6,2wiki::60b8ee9e099111ebbdb0ac1f6bf848b6,2.0,1.0,0.29,0.29,0.0,2.0,0.0,1.0,2.0,1.0,6.0,36.0,15.0,116.0,13.0,7.0,2.0,17.0,11.0,1.0,1.0,110.0,38.60463681818182,59.59402,8.097449120967786,0.11764705882352941,0.125,0.017543859649122806,0.035398230088495575,0.07758620689655173,0.05128205128205128,0.0,0.0,0.0,0.06363636363636363,0.0
allocator-development,2wiki,60cc753f086b11ebbd5fac1f6bf848b6,2wiki::60cc753f086b11ebbd5fac1f6bf848b6,1.0,1.0,1.0,0.0,-1.0,1.0,1.0,0.5,2.0,2.0,3.0,16.0,19.0,132.0,15.0,4.0,1.0,19.0,6.0,1.0,1.0,138.0,46.85873383333333,81.82501,19.932669382389324,0.0,0.21428571428571427,0.021739130434782608,0.014285714285714285,0.039735099337748346,0.04794520547945205,0.12056737588652482,0.15,0.1875,0.09219858156028368,0.04794520547945205
allocator-development,2wiki,60cc753f086b11ebbd5fac1f6bf848b6,2wiki::60cc753f086b11ebbd5fac1f6bf848b6,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.6666666666666666,3.0,1.5,2.0,13.0,29.0,234.0,13.0,4.0,2.0,37.0,12.0,1.0,1.0,335.0,38.89463558333333,81.82501,16.975002474851973,0.0,0.0,0.005970149253731343,0.011940298507462687,0.06744868035190615,0.032640949554896145,0.08259587020648967,0.0625,0.3333333333333333,0.03869047619047619,0.026627218934911243
