set,dataset,query_id,source_split,sampling_seed,initial_rank,initial_role,final_selection_basis,final_trajectory_status
allocator-development,hotpotqa,5a7b223a55429931da12c9e6,train,2026080205,35,primary,primary,complete
allocator-development,hotpotqa,5a7b32cc5542995eb53be8c8,train,2026080205,57,primary,primary,complete
allocator-development,hotpotqa,5a7b3b5c5542992d025e67ad,train,2026080205,557,primary,primary,complete
allocator-development,hotpotqa,5a7b7af15542997c3ec971b7,train,2026080205,434,primary,primary,complete
allocator-development,hotpotqa,5a7ba9bc554299294a54aa77,train,2026080205,267,primary,primary,complete
allocator-development,hotpotqa,5a7bb554554299042af8f7a8,train,2026080205,561,primary,primary,complete
allocator-development,hotpotqa,5a7bf0f95542996dd594b85d,train,2026080205,389,primary,primary,complete
allocator-development,hotpotqa,5a7bf8b75542996dd594b876,train,2026080205,360,primary,primary,complete
allocator-development,hotpotqa,5a7c53ca5542990527d55490,train,2026080205,77,primary,primary,complete
allocator-development,hotpotqa,5a7c6ffa5542996dd594b936,train,2026080205,403,primary,primary,complete
allocator-development,hotpotqa,5a7ca4ee5542990527d554f2,train,2026080205,433,primary,primary,complete
allocator-development,hotpotqa,5a7caf1455429935c91b529d,train,2026080205,279,primary,primary,complete
allocator-development,hotpotqa,5a7cb0ca55429935c91b52a4,train,2026080205,297,primary,primary,complete
allocator-development,hotpotqa,5a7cb26d5542996dd594b990,train,2026080205,216,primary,primary,complete
allocator-development,hotpotqa,5a7cb84e554299452d57b9bb,train,2026080205,191,primary,primary,complete
allocator-development,hotpotqa,5a7cd337554299683c1c638f,train,2026080205,207,primary,primary,complete
allocator-development,hotpotqa,5a7ce498554299683c1c63c4,train,2026080205,353,primary,primary,complete
allocator-development,hotpotqa,5a7cec5a554299452d57baa4,train,2026080205,107,primary,primary,complete
allocator-development,hotpotqa,5a7cee9655429909bec768a7,train,2026080205,454,primary,primary,complete
allocator-development,hotpotqa,5a7cf9ac55429909bec768d6,train,2026080205,310,primary,primary,complete
allocator-development,hotpotqa,5a7cfe1055429907fabef097,train,2026080205,352,primary,primary,complete
allocator-development,hotpotqa,5a7d1a4f5542990527d5554b,train,2026080205,233,primary,primary,complete
allocator-development,hotpotqa,5a7d20b055429909bec76973,train,2026080205,448,primary,primary,complete
allocator-development,hotpotqa,5a7d26ca55429907fabef0ba,train,2026080205,4,primary,primary,complete
allocator-development,hotpotqa,5a7d46ad5542990b8f503974,train,2026080205,516,primary,primary,complete
allocator-development,hotpotqa,5a7d4a765542990b8f503977,train,2026080205,217,primary,primary,complete
allocator-development,hotpotqa,5a7d56405542990b8f50397f,train,2026080205,502,primary,primary,complete
allocator-development,hotpotqa,5a7da0835542995f4f402298,train,2026080205,408,primary,primary,complete
allocator-development,hotpotqa,5a7da3175542990b8f5039df,train,2026080205,422,primary,primary,complete
allocator-development,hotpotqa,5a7db5c55542997cc2c47479,train,2026080205,156,primary,primary,complete
allocator-development,hotpotqa,5a7dbced5542990b8f503a56,train,2026080205,392,primary,primary,complete
allocator-development,hotpotqa,5a7dcb5d5542990b8f503ab1,train,2026080205,15,primary,primary,complete
allocator-development,hotpotqa,5a7debc85542995f4f402309,train,2026080205,16,primary,primary,complete
allocator-development,hotpotqa,5a7df79a5542991319bc941a,train,2026080205,362,primary,primary,complete
allocator-development,hotpotqa,5a7dfd8d5542997cc2c474e5,train,2026080205,312,primary,primary,complete
allocator-development,hotpotqa,5a7e09665542995f4f4023b7,train,2026080205,375,primary,primary,complete
allocator-development,hotpotqa,5a7e196c5542995ed0d16694,train,2026080205,3,primary,primary,complete
allocator-development,hotpotqa,5a7e41cc554299495941994f,train,2026080205,64,primary,primary,complete
allocator-development,hotpotqa,5a7e5b265542991319bc9473,train,2026080205,472,primary,primary,complete
allocator-development,hotpotqa,5a7e6be75542991319bc94a0,train,2026080205,161,primary,primary,complete
allocator-development,hotpotqa,5a7e942d5542994959419a11,train,2026080205,212,primary,primary,complete
allocator-development,hotpotqa,5a7ee88355429934daa2fc72,train,2026080205,25,primary,primary,complete
allocator-development,hotpotqa,5a7ef7085542994959419a95,train,2026080205,505,primary,primary,complete
allocator-development,hotpotqa,5a7f110055429934daa2fcbd,train,2026080205,164,primary,primary,complete
allocator-development,hotpotqa,5a7f27a755429934daa2fd04,train,2026080205,81,primary,primary,complete
allocator-development,hotpotqa,5a7f39bc5542992e7d278c9f,train,2026080205,5,primary,primary,complete
allocator-development,hotpotqa,5a7f4ef85542992e7d278ceb,train,2026080205,260,primary,primary,complete
allocator-development,hotpotqa,5a7f64bc5542994857a76724,train,2026080205,288,primary,primary,complete
allocator-development,hotpotqa,5a7f7ac95542995d8a8dde88,train,2026080205,36,primary,primary,complete
allocator-development,hotpotqa,5a7f7ce855429969796c1a72,train,2026080205,320,primary,primary,complete
allocator-development,hotpotqa,5a7f83275542995d8a8dde93,train,2026080205,541,primary,primary,complete
allocator-development,hotpotqa,5a7f9fe75542995d8a8dded1,train,2026080205,444,primary,primary,complete
allocator-development,hotpotqa,5a7fa13b55429969796c1afa,train,2026080205,555,primary,primary,complete
allocator-development,hotpotqa,5a7fb0ce5542995d8a8ddef4,train,2026080205,575,primary,primary,complete
allocator-development,hotpotqa,5a7fb0ed5542994857a767ba,train,2026080205,530,primary,primary,complete
allocator-development,hotpotqa,5a7fc8275542992e7d278d7e,train,2026080205,176,primary,primary,complete
allocator-development,hotpotqa,5a8004c85542992e7d278ddd,train,2026080205,545,primary,primary,complete
allocator-development,hotpotqa,5a802fae5542992bc0c4a6d0,train,2026080205,251,primary,primary,complete
allocator-development,hotpotqa,5a8095035542996402f6a577,train,2026080205,573,primary,primary,complete
allocator-development,hotpotqa,5a8097b45542992097ad2fff,train,2026080205,80,primary,primary,complete
allocator-development,hotpotqa,5a80a2b05542992bc0c4a790,train,2026080205,331,primary,primary,complete
allocator-development,hotpotqa,5a80a756554299485f59867d,train,2026080205,291,primary,primary,complete
allocator-development,hotpotqa,5a80b1d05542992bc0c4a7b0,train,2026080205,537,primary,primary,complete
allocator-development,hotpotqa,5a80b6e35542992bc0c4a7ca,train,2026080205,13,primary,primary,complete
allocator-development,hotpotqa,5a80b79e554299260e20a13c,train,2026080205,324,primary,primary,complete
allocator-development,hotpotqa,5a80be4655429938b61421b4,train,2026080205,224,primary,primary,complete
allocator-development,hotpotqa,5a80d6c555429938b6142207,train,2026080205,60,primary,primary,complete
allocator-development,hotpotqa,5a80ea1d554299260e20a1bc,train,2026080205,396,primary,primary,complete
allocator-development,hotpotqa,5a81180255429938b61422ba,train,2026080205,298,primary,primary,complete
allocator-development,hotpotqa,5a8187d055429938b6142352,train,2026080205,254,primary,primary,complete
allocator-development,hotpotqa,5a81aeca55429926c1cdad60,train,2026080205,134,primary,primary,complete
allocator-development,hotpotqa,5a81d95b5542995ce29dcc66,train,2026080205,290,primary,primary,complete
allocator-development,hotpotqa,5a81daf1554299676cceb103,train,2026080205,222,primary,primary,complete
allocator-development,hotpotqa,5a82140b5542995ce29dcca6,train,2026080205,262,primary,primary,complete
allocator-development,hotpotqa,5a8214ee554299676cceb20a,train,2026080205,447,primary,primary,complete
allocator-development,hotpotqa,5a82548f554299676cceb26a,train,2026080205,574,primary,primary,complete
allocator-development,hotpotqa,5a825a0b55429940e5e1a86d,train,2026080205,325,primary,primary,complete
allocator-development,hotpotqa,5a826bde55429966c78a6a18,train,2026080205,128,primary,primary,complete
allocator-development,hotpotqa,5a827de355429940e5e1a8da,train,2026080205,317,primary,primary,complete
allocator-development,hotpotqa,5a82ab9355429954d2e2eba4,train,2026080205,245,primary,primary,complete
allocator-development,hotpotqa,5a82c0df55429940e5e1a92d,train,2026080205,145,primary,primary,complete
allocator-development,hotpotqa,5a83158a55429966c78a6b2c,train,2026080205,237,primary,primary,complete
allocator-development,hotpotqa,5a8326525542990548d0b193,train,2026080205,437,primary,primary,complete
allocator-development,hotpotqa,5a8357fb5542996488c2e41d,train,2026080205,370,primary,primary,complete
allocator-development,hotpotqa,5a835c685542996488c2e429,train,2026080205,435,primary,primary,complete
allocator-development,hotpotqa,5a835cae554299123d8c2104,train,2026080205,205,primary,primary,complete
allocator-development,hotpotqa,5a836e6d5542992ef85e22c0,train,2026080205,201,primary,primary,complete
allocator-development,hotpotqa,5a83a39e5542993344746068,train,2026080205,213,primary,primary,complete
allocator-development,hotpotqa,5a840ff35542992ef85e23a2,train,2026080205,579,primary,primary,complete
allocator-development,hotpotqa,5a845bb65542996488c2e523,train,2026080205,491,primary,primary,complete
allocator-development,hotpotqa,5a84a4d85542997b5ce3fef6,train,2026080205,372,primary,primary,complete
allocator-development,hotpotqa,5a84b9615542997b5ce3ff31,train,2026080205,200,primary,primary,complete
allocator-development,hotpotqa,5a84d3445542992a431d1aaa,train,2026080205,402,primary,primary,complete
allocator-development,hotpotqa,5a84fa8b5542991dd0999e38,train,2026080205,302,primary,primary,complete
allocator-development,hotpotqa,5a850df85542994c784ddaea,train,2026080205,386,primary,primary,complete
allocator-development,hotpotqa,5a853a305542997175ce1f9b,train,2026080205,129,primary,primary,complete
allocator-development,hotpotqa,5a8591b15542992a431d1b24,train,2026080205,150,primary,primary,complete
allocator-development,hotpotqa,5a85a4c45542997175ce1fe8,train,2026080205,280,primary,primary,complete
allocator-development,hotpotqa,5a85a8c85542997175ce1fec,train,2026080205,82,primary,primary,complete
allocator-development,hotpotqa,5a85b71c5542994c784ddb5d,train,2026080205,436,primary,primary,complete
allocator-development,hotpotqa,5a85da695542991dd0999eb8,train,2026080205,93,primary,primary,complete
allocator-development,hotpotqa,5a85f8fc5542996432c5714e,train,2026080205,67,primary,primary,complete
allocator-development,hotpotqa,5a85fb045542994775f606dd,train,2026080205,452,primary,primary,complete
allocator-development,hotpotqa,5a8632c35542991e771815b6,train,2026080205,158,primary,primary,complete
allocator-development,hotpotqa,5a8635f25542994775f6071b,train,2026080205,548,primary,primary,complete
allocator-development,hotpotqa,5a86544d55429960ec39b65f,train,2026080205,182,primary,primary,complete
allocator-development,hotpotqa,5a8655a5554299211dda2af7,train,2026080205,364,primary,primary,complete
allocator-development,hotpotqa,5a86711d5542991e7718165c,train,2026080205,426,primary,primary,complete
allocator-development,hotpotqa,5a8713b255429960ec39b72a,train,2026080205,209,primary,primary,complete
allocator-development,hotpotqa,5a873cd15542994846c1cd29,train,2026080205,524,primary,primary,complete
allocator-development,hotpotqa,5a8750a4554299211dda2be2,train,2026080205,578,primary,primary,complete
allocator-development,hotpotqa,5a8751cf5542996432c57266,train,2026080205,343,primary,primary,complete
allocator-development,hotpotqa,5a8765ac5542996e4f3087ce,train,2026080205,232,primary,primary,complete
allocator-development,hotpotqa,5a877c535542993e715abf6e,train,2026080205,47,primary,primary,complete
allocator-development,hotpotqa,5a87a4045542994846c1cdbc,train,2026080205,381,primary,primary,complete
allocator-development,hotpotqa,5a887a38554299206df2b2b0,train,2026080205,535,primary,primary,complete
allocator-development,hotpotqa,5a887b63554299206df2b2b3,train,2026080205,569,primary,primary,complete
allocator-development,hotpotqa,5a889c1b5542997e5c09a631,train,2026080205,556,primary,primary,complete
allocator-development,hotpotqa,5a88a2ff5542997e5c09a65d,train,2026080205,323,primary,primary,complete
allocator-development,hotpotqa,5a88a3525542997e5c09a660,train,2026080205,514,primary,primary,complete
allocator-development,hotpotqa,5a88a6445542997e5c09a686,train,2026080205,124,primary,primary,complete
allocator-development,hotpotqa,5a8904085542993b751ca8ec,train,2026080205,221,primary,primary,complete
allocator-development,hotpotqa,5a890a0e55429946c8d6e8f7,train,2026080205,369,primary,primary,complete
allocator-development,hotpotqa,5a890c8855429946c8d6e8fa,train,2026080205,135,primary,primary,complete
allocator-development,hotpotqa,5a894d3d55429946c8d6e913,train,2026080205,234,primary,primary,complete
allocator-development,hotpotqa,5a899cca5542993b751ca960,train,2026080205,497,primary,primary,complete
allocator-development,hotpotqa,5a89a9e855429946c8d6e991,train,2026080205,296,primary,primary,complete
allocator-development,hotpotqa,5a89c09b5542993b751ca986,train,2026080205,51,primary,primary,complete
allocator-development,hotpotqa,5a89c82e554299669944a599,train,2026080205,10,primary,primary,complete
allocator-development,hotpotqa,5a89d7fc554299669944a5c3,train,2026080205,276,primary,primary,complete
allocator-development,hotpotqa,5a89dc2a55429946c8d6e9e7,train,2026080205,358,primary,primary,complete
allocator-development,hotpotqa,5a89fcd755429946c8d6ea30,train,2026080205,168,primary,primary,complete
allocator-development,hotpotqa,5a8a07d35542992e4fca84dd,train,2026080205,411,primary,primary,complete
allocator-development,hotpotqa,5a8a17e55542992d82986eab,train,2026080205,199,primary,primary,complete
allocator-development,hotpotqa,5a8a22615542996c9b8d5e07,train,2026080205,243,primary,primary,complete
allocator-development,hotpotqa,5a8a28565542992d82986ed1,train,2026080205,148,primary,primary,complete
allocator-development,hotpotqa,5a8a8afd5542996c9b8d5f23,train,2026080205,597,primary,primary,complete
allocator-development,hotpotqa,5a8abffd55429930ff3c0e0c,train,2026080205,383,primary,primary,complete
allocator-development,hotpotqa,5a8adeea5542992d82986fbf,train,2026080205,481,primary,primary,complete
allocator-development,hotpotqa,5a8b05da55429971feec4615,train,2026080205,335,primary,primary,complete
allocator-development,hotpotqa,5a8b300d55429949d91db4d8,train,2026080205,321,primary,primary,complete
allocator-development,hotpotqa,5a8b302e55429950cd6afc65,train,2026080205,98,primary,primary,complete
allocator-development,hotpotqa,5a8b478b5542995d1e6f1343,train,2026080205,598,primary,primary,complete
allocator-development,hotpotqa,5a8b6b3755429950cd6afcea,train,2026080205,22,primary,primary,complete
allocator-development,hotpotqa,5a8b79dd55429971feec471e,train,2026080205,482,primary,primary,complete
allocator-development,hotpotqa,5a8b7fba5542997f31a41d50,train,2026080205,287,primary,primary,complete
allocator-development,hotpotqa,5a8b8ae655429971feec4735,train,2026080205,294,primary,primary,complete
allocator-development,hotpotqa,5a8bb6475542996e8ac889f6,train,2026080205,463,primary,primary,complete
allocator-development,hotpotqa,5a8c44ce5542995e66a47589,train,2026080205,570,primary,primary,complete
allocator-development,hotpotqa,5a8c589b5542996e8ac88a65,train,2026080205,79,primary,primary,complete
allocator-development,hotpotqa,5a8c5d2f5542995e66a475d3,train,2026080205,479,primary,primary,complete
allocator-development,hotpotqa,5a8c6bac554299653c1aa05f,train,2026080205,550,primary,primary,complete
allocator-development,hotpotqa,5a8c8580554299585d9e36d1,train,2026080205,289,primary,primary,complete
allocator-development,hotpotqa,5a8ca5935542996e8ac88aff,train,2026080205,31,primary,primary,complete
allocator-development,hotpotqa,5a8d00c255429941ae14df60,train,2026080205,120,primary,primary,complete
allocator-development,hotpotqa,5a8d085055429941ae14df6f,train,2026080205,109,primary,primary,complete
allocator-development,hotpotqa,5a8d1c7555429941ae14df7f,train,2026080205,376,primary,primary,complete
allocator-development,hotpotqa,5a8d87da554299441c6b9ff7,train,2026080205,493,primary,primary,complete
allocator-development,hotpotqa,5a8db30b554299068b959dc0,train,2026080205,439,primary,primary,complete
allocator-development,hotpotqa,5a8db32a554299068b959dc1,train,2026080205,571,primary,primary,complete
allocator-development,hotpotqa,5a8ddb47554299653c1aa158,train,2026080205,483,primary,primary,complete
allocator-development,hotpotqa,5a8ddc235542995a26add42b,train,2026080205,330,primary,primary,complete
allocator-development,hotpotqa,5a8de6c95542995a26add44a,train,2026080205,500,primary,primary,complete
allocator-development,hotpotqa,5a8e09365542995085b37399,train,2026080205,349,primary,primary,complete
allocator-development,hotpotqa,5a8e2e0e5542995085b373c6,train,2026080205,54,primary,primary,complete
allocator-development,hotpotqa,5a8e396d5542995085b373f2,train,2026080205,457,primary,primary,complete
allocator-development,hotpotqa,5a8e48aa5542995a26add4c6,train,2026080205,266,primary,primary,complete
allocator-development,hotpotqa,5a8e4e3f55429917b4a5bd90,train,2026080205,242,primary,primary,complete
allocator-development,hotpotqa,5a8e5d465542990e94052ae9,train,2026080205,84,primary,primary,complete
allocator-development,hotpotqa,5a8e74bd5542995085b37430,train,2026080205,492,primary,primary,complete
allocator-development,hotpotqa,5a8e8e2c5542990e94052b52,train,2026080205,397,primary,primary,complete
allocator-development,hotpotqa,5a8ec8045542990e94052b89,train,2026080205,377,primary,primary,complete
allocator-development,hotpotqa,5a8ee43155429917b4a5be05,train,2026080205,197,primary,primary,complete
allocator-development,hotpotqa,5a8ee8d75542990e94052bb3,train,2026080205,32,primary,primary,complete
allocator-development,hotpotqa,5a8eff8f5542997ba9cb317e,train,2026080205,63,primary,primary,complete
allocator-development,hotpotqa,5a8f0ba35542995085b374e9,train,2026080205,307,primary,primary,complete
allocator-development,hotpotqa,5a8f1db955429924144829cd,train,2026080205,122,primary,primary,complete
allocator-development,hotpotqa,5a8f260355429918e830d1a9,train,2026080205,226,primary,primary,complete
allocator-development,hotpotqa,5a8f26955542997ba9cb31f3,train,2026080205,151,primary,primary,complete
allocator-development,hotpotqa,5a8f4837554299458435d599,train,2026080205,339,primary,primary,complete
allocator-development,hotpotqa,5a8f516b5542997ba9cb3233,train,2026080205,418,primary,primary,complete
allocator-development,hotpotqa,5a8f658b5542992414482aaf,train,2026080205,442,primary,primary,complete
allocator-development,hotpotqa,5a8f6645554299458435d60e,train,2026080205,173,primary,primary,complete
allocator-development,hotpotqa,5a8f6f025542997ba9cb325b,train,2026080205,44,primary,primary,complete
allocator-development,hotpotqa,5a8f81f25542992414482aeb,train,2026080205,155,primary,primary,complete
allocator-development,hotpotqa,5a8f91355542995b44242067,train,2026080205,355,primary,primary,complete
allocator-development,hotpotqa,5a8fb0645542992414482b40,train,2026080205,445,primary,primary,complete
allocator-development,hotpotqa,5a8fde275542990a98493576,train,2026080205,322,primary,primary,complete
allocator-development,hotpotqa,5a8ffd2955429916514e73ff,train,2026080205,76,primary,primary,complete
allocator-development,hotpotqa,5a90228455429933b8a20484,train,2026080205,160,primary,primary,complete
allocator-development,hotpotqa,5a90382755429933b8a204a3,train,2026080205,241,primary,primary,complete
allocator-development,hotpotqa,5a903ff15542990a984935bf,train,2026080205,582,primary,primary,complete
allocator-development,hotpotqa,5a9042c25542990a984935d9,train,2026080205,589,primary,primary,complete
allocator-development,hotpotqa,5a9069c45542995b442420aa,train,2026080205,48,primary,primary,complete
allocator-development,hotpotqa,5a906d865542990a9849364c,train,2026080205,363,primary,primary,complete
allocator-development,hotpotqa,5a908d1f55429916514e74f1,train,2026080205,113,primary,primary,complete
allocator-development,hotpotqa,5a90b8c055429933b8a205bb,train,2026080205,564,primary,primary,complete
allocator-development,hotpotqa,5ab1c359554299722f9b4c57,train,2026080205,563,primary,primary,complete
allocator-development,hotpotqa,5ab1fffb554299340b525463,train,2026080205,551,primary,primary,complete
allocator-development,hotpotqa,5ab2580d554299340b5254a2,train,2026080205,469,primary,primary,complete
allocator-development,hotpotqa,5ab27618554299722f9b4d3a,train,2026080205,142,primary,primary,complete
allocator-development,hotpotqa,5ab288bf554299340b525501,train,2026080205,461,primary,primary,complete
allocator-development,hotpotqa,5ab291d25542993be8fa9957,train,2026080205,536,primary,primary,complete
allocator-development,hotpotqa,5ab29500554299194fa93410,train,2026080205,398,primary,primary,complete
allocator-development,hotpotqa,5ab29b18554299545a2cf9ce,train,2026080205,478,primary,primary,complete
allocator-development,hotpotqa,5ab2a4a7554299295394678b,train,2026080205,40,primary,primary,complete
allocator-development,hotpotqa,5ab2b83d554299545a2cfa26,train,2026080205,427,primary,primary,complete
allocator-development,hotpotqa,5ab2bc7c554299166977407e,train,2026080205,359,primary,primary,complete
allocator-development,hotpotqa,5ab305245542991669774183,train,2026080205,249,primary,primary,complete
allocator-development,hotpotqa,5ab30851554299753aec590d,train,2026080205,295,primary,primary,complete
allocator-development,hotpotqa,5ab3309855429969a97a80ff,train,2026080205,356,primary,primary,complete
allocator-development,hotpotqa,5ab3ad64554299753aec598a,train,2026080205,542,primary,primary,complete
allocator-development,hotpotqa,5ab3aede554299753aec5996,train,2026080205,14,primary,primary,complete
allocator-development,hotpotqa,5ab3ccde5542992ade7c6ea2,train,2026080205,33,primary,primary,complete
allocator-development,hotpotqa,5ab3e8b3554299753aec59e4,train,2026080205,485,primary,primary,complete
allocator-development,hotpotqa,5ab409c65542996a3a969ef2,train,2026080205,100,primary,primary,complete
allocator-development,hotpotqa,5ab41d2f5542991751b4d667,train,2026080205,414,primary,primary,complete
allocator-development,hotpotqa,5ab42c30554299753aec5a46,train,2026080205,273,primary,primary,complete
allocator-development,hotpotqa,5ab488665542990594ba9c52,train,2026080205,20,primary,primary,complete
allocator-development,hotpotqa,5ab492e85542991779162ce8,train,2026080205,468,primary,primary,complete
allocator-development,hotpotqa,5ab507bf5542990594ba9ce0,train,2026080205,165,primary,primary,complete
allocator-development,hotpotqa,5ab539b05542997d4ad1f0d8,train,2026080205,193,primary,primary,complete
allocator-development,hotpotqa,5ab53ac6554299637185c51f,train,2026080205,399,primary,primary,complete
allocator-development,hotpotqa,5ab562e65542992aa134a303,train,2026080205,357,primary,primary,complete
allocator-development,hotpotqa,5ab56d22554299488d4d9979,train,2026080205,416,primary,primary,complete
allocator-development,hotpotqa,5ab582b45542992aa134a33b,train,2026080205,299,primary,primary,complete
allocator-development,hotpotqa,5ab59f7b554299488d4d9a00,train,2026080205,85,primary,primary,complete
allocator-development,hotpotqa,5ab5df60554299494045f096,train,2026080205,393,primary,primary,complete
allocator-development,hotpotqa,5ab63c725542995eadeeff8d,train,2026080205,196,primary,primary,complete
allocator-development,hotpotqa,5ab63e25554299110f2199ea,train,2026080205,543,primary,primary,complete
allocator-development,hotpotqa,5ab67a5b55429954757d32e2,train,2026080205,184,primary,primary,complete
allocator-development,hotpotqa,5ab69a17554299710c8d1ee0,train,2026080205,531,primary,primary,complete
allocator-development,hotpotqa,5ab69bd8554299710c8d1ee7,train,2026080205,580,primary,primary,complete
allocator-development,hotpotqa,5ab6d5e455429954757d338e,train,2026080205,527,primary,primary,complete
allocator-development,hotpotqa,5ab6e8695542991d322236c9,train,2026080205,595,primary,primary,complete
allocator-development,hotpotqa,5ab723f75542991d32223784,train,2026080205,198,primary,primary,complete
allocator-development,hotpotqa,5ab72ac75542992aa3b8c7b9,train,2026080205,547,primary,primary,complete
allocator-development,hotpotqa,5ab72b715542992aa3b8c7bb,train,2026080205,466,primary,primary,complete
allocator-development,hotpotqa,5ab72db355429928e1fe3834,train,2026080205,487,primary,primary,complete
allocator-development,hotpotqa,5ab7409f55429928e1fe3843,train,2026080205,490,primary,primary,complete
allocator-development,hotpotqa,5ab7aea255429928e1fe388e,train,2026080205,525,primary,primary,complete
allocator-development,hotpotqa,5ab7b37155429928e1fe3892,train,2026080205,431,primary,primary,complete
allocator-development,hotpotqa,5ab7dc5755429928e1fe392d,train,2026080205,430,primary,primary,complete
allocator-development,hotpotqa,5ab806785542991d3222380a,train,2026080205,558,primary,primary,complete
allocator-development,hotpotqa,5ab813fd55429916710eafde,train,2026080205,382,primary,primary,complete
allocator-development,hotpotqa,5ab82f5255429916710eb00f,train,2026080205,559,primary,primary,complete
allocator-development,hotpotqa,5ab840d455429934fafe6d3a,train,2026080205,136,primary,primary,complete
allocator-development,hotpotqa,5ab8432a55429934fafe6d42,train,2026080205,269,primary,primary,complete
allocator-development,hotpotqa,5ab8507155429916710eb034,train,2026080205,114,primary,primary,complete
allocator-development,hotpotqa,5ab852f655429934fafe6d5f,train,2026080205,387,primary,primary,complete
allocator-development,hotpotqa,5ab86f4155429916710eb04e,train,2026080205,311,primary,primary,complete
allocator-development,hotpotqa,5ab878185542990e739ec911,train,2026080205,268,primary,primary,complete
allocator-development,hotpotqa,5ab8831c55429919ba4e2311,train,2026080205,52,primary,primary,complete
allocator-development,hotpotqa,5ab8f05b5542991b5579f064,train,2026080205,327,primary,primary,complete
allocator-development,hotpotqa,5ab8fcae5542991b5579f0b7,train,2026080205,334,primary,primary,complete
allocator-development,hotpotqa,5ab901df55429934fafe6e43,train,2026080205,140,primary,primary,complete
allocator-development,hotpotqa,5ab9203d55429919ba4e23bf,train,2026080205,456,primary,primary,complete
allocator-development,hotpotqa,5ab9278d554299131ca4228a,train,2026080205,261,primary,primary,complete
allocator-development,hotpotqa,5ab954aa5542996be2020482,train,2026080205,529,primary,primary,complete
allocator-development,hotpotqa,5ab96bd555429970cfb8ead5,train,2026080205,407,primary,primary,complete
allocator-development,hotpotqa,5ab9757855429970cfb8eb0e,train,2026080205,18,primary,primary,complete
allocator-development,hotpotqa,5ab979d655429970cfb8eb1c,train,2026080205,144,primary,primary,complete
allocator-development,hotpotqa,5ab9ac27554299131ca423c1,train,2026080205,585,primary,primary,complete
allocator-development,hotpotqa,5ab9bbbf55429970cfb8eb8c,train,2026080205,281,primary,primary,complete
allocator-development,hotpotqa,5ab9c319554299753720f84f,train,2026080205,256,primary,primary,complete
allocator-development,hotpotqa,5ab9c491554299131ca423fd,train,2026080205,519,primary,primary,complete
allocator-development,hotpotqa,5ab9d2bb55429901930fa72b,train,2026080205,305,primary,primary,complete
allocator-development,hotpotqa,5ab9d85155429901930fa731,train,2026080205,139,primary,primary,complete
allocator-development,hotpotqa,5ab9d8f95542994dbf01985f,train,2026080205,428,primary,primary,complete
allocator-development,hotpotqa,5ab9faac55429901930fa75d,train,2026080205,477,primary,primary,complete
allocator-development,hotpotqa,5aba3f1a55429901930fa78d,train,2026080205,528,primary,primary,complete
allocator-development,hotpotqa,5abaa40555429901930fa86e,train,2026080205,586,primary,primary,complete
allocator-development,hotpotqa,5abacc785542996606241619,train,2026080205,65,primary,primary,complete
allocator-development,hotpotqa,5abad4fa55429939ce03dd57,train,2026080205,480,primary,primary,complete
allocator-development,hotpotqa,5abada425542996cc5e49eac,train,2026080205,562,primary,primary,complete
allocator-development,hotpotqa,5abadf605542996606241652,train,2026080205,286,primary,primary,complete
allocator-development,hotpotqa,5abae46a5542996606241665,train,2026080205,105,primary,primary,complete
allocator-development,hotpotqa,5abaed905542992ccd8e7e5c,train,2026080205,471,primary,primary,complete
allocator-development,hotpotqa,5abaf14a55429966062416a7,train,2026080205,186,primary,primary,complete
allocator-development,hotpotqa,5abaf5dc5542992ccd8e7e7a,train,2026080205,180,primary,primary,complete
allocator-development,hotpotqa,5abb28ce55429939ce03dd9d,train,2026080205,75,primary,primary,complete
allocator-development,hotpotqa,5abb29d75542996cc5e49fc9,train,2026080205,157,primary,primary,complete
allocator-development,hotpotqa,5abb2a265542992ccd8e7f31,train,2026080205,534,primary,primary,complete
allocator-development,hotpotqa,5abb302d55429966062416e2,train,2026080205,474,primary,primary,complete
allocator-development,hotpotqa,5abb7f1b5542993f40c73b13,train,2026080205,179,primary,primary,complete
allocator-development,hotpotqa,5abba4a5554299642a094af2,train,2026080205,401,primary,primary,complete
allocator-development,hotpotqa,5abbd0da5542993f40c73bb0,train,2026080205,86,primary,primary,complete
allocator-development,hotpotqa,5abbfb7f554299114383a0d1,train,2026080205,206,primary,primary,complete
allocator-development,hotpotqa,5abc1b65554299700f9d77dd,train,2026080205,19,primary,primary,complete
allocator-development,hotpotqa,5abc2bf3554299700f9d7805,train,2026080205,441,primary,primary,complete
allocator-development,hotpotqa,5abc4f8055429959677d6a81,train,2026080205,95,primary,primary,complete
allocator-development,hotpotqa,5abc5b84554299700f9d7888,train,2026080205,272,primary,primary,complete
allocator-development,hotpotqa,5abc67d9554299700f9d78af,train,2026080205,420,primary,primary,complete
allocator-development,hotpotqa,5abc72a855429959677d6ac0,train,2026080205,512,primary,primary,complete
allocator-development,hotpotqa,5abd0d065542996e802b46c4,train,2026080205,203,primary,primary,complete
allocator-development,hotpotqa,5abd118055429933744ab6f7,train,2026080205,405,primary,primary,complete
allocator-development,hotpotqa,5abd286c55429924427fcf25,train,2026080205,494,primary,primary,complete
allocator-development,hotpotqa,5abd6b9255429924427fcfd4,train,2026080205,28,primary,primary,complete
allocator-development,hotpotqa,5abd6f6b5542993062266c92,train,2026080205,486,primary,primary,complete
